Bate,v. t.,"To lessen by retrenching, deducting, or reducing; to abate; to beat down; to lower."
Bathed,imp. & p. p.,of Bathe
Bat printing,,A mode of printing on glazed ware.
Batten,v. t.,"To fertilize or enrich, as land."
Battery,v. t.,The pitcher and catcher together.
Batz,n.,"A small copper coin, with a mixture of silver, formerly current in some parts of Germany and Switzerland. It was worth about four cents."
Bawdyhouse,n.,A house of prostitution; a house of ill fame; a brothel.
Bay,v. t.,To bathe.
Bay yarn,,Woolen yarn.
Beacon,n.,"A signal or conspicuous mark erected on an eminence near the shore, or moored in shoal water, as a guide to mariners."
Beadroll,n.,"A catalogue of persons, for the rest of whose souls a certain number of prayers are to be said or counted off on the beads of a chaplet; hence, a catalogue in general."
Beakhead,n.,"Same as Beak, 3."
Beamlet,n.,A small beam of light.
Bear,v. i.,"To suffer, as in carrying a burden."
Beard,n.,An imposition; a trick.
Bearing,n.,The line of flotation of a vessel when properly trimmed with cargo or ballast.
Beating,p. pr. & vb. n.,of Beat
Beater,n.,"One who, or that which, beats."
Beauship,n.,The state of being a beau; the personality of a beau.
Becalming,n.,of Becalm
Beclap,v. t.,To catch; to grasp; to insnare.
Bed,n.,"The superficial earthwork, or ballast, of a railroad."
Bedded,a.,"Provided with a bed; as, double-bedded room; placed or arranged in a bed or beds."
Bedight,v. t.,To bedeck; to array or equip; to adorn.
Bedrench,v. t.,To drench; to saturate with moisture; to soak.
Bedust,v. t.,"To sprinkle, soil, or cover with dust."
Beehouse,n.,A house for bees; an apiary.
Beetlehead,n.,A stupid fellow; a blockhead.
Before,prep.,In presence or sight of; face to face with; facing.
Beg,v. i.,"To ask alms or charity, especially to ask habitually by the wayside or from house to house; to live by asking alms."
Beggary,n.,Beggarly appearance.
Begnaw,v. t.,To gnaw; to eat away; to corrode.
Behappen,v. t.,To happen to.
Behind,a.,"On the side opposite the front or nearest part; on the back side of; at the back of; on the other side of; as, behind a door; behind a hill."
Behowl,v. t.,To howl at.
Belamour,n.,A lover.
Beleave,v. t. & i.,To leave or to be left.
Belief,n.,The thing believed; the object of belief.
Bell,v. t.,To utter by bellowing.
Belling,n.,"A bellowing, as of a deer in rutting time."
Belly,v. t.,To cause to swell out; to fill.
Beloved,imp. & p. p.,of Belove
Belted,a.,"Worn in, or suspended from, the belt."
Bemoaner,n.,One who bemoans.
Bencher,n.,One who frequents the benches of a tavern; an idler.
Bene,n.,A prayer; boon.
Benefice,n.,A favor or benefit.
Benefiter,n.,"One who confers a benefit; -- also, one who receives a benefit."
Benignity,n.,The quality of being benign; goodness; kindness; graciousness.
Benty,a.,Resembling bent.
Bepommeled,imp. & p. p.,of Bepommel
Berberry,n.,See Barberry.
Beriberi,n.,"An acute disease occurring in India, characterized by multiple inflammatory changes in the nerves, producing great muscular debility, a painful rigidity of the limbs, and cachexy."
Berserker,n.,"One of a class of legendary heroes, who fought frenzied by intoxicating liquors, and naked, regardless of wounds."
Bescratch,v. t.,To tear with the nails; to cover with scratches.
Besetment,n.,"The act of besetting, or the state of being beset; also, that which besets one, as a sin."
Besmeared,imp. & p. p.,of Besmear
Bespattered,imp. & p. p.,of Bespatter
Bespread,imp. & p. p.,of Bespread
Bestial,n.,"A domestic animal; also collectively, cattle; as, other kinds of bestial."
Bestrown,,of Bestrew
Betaught,a.,Delivered; committed in trust.
Betiding,p. pr. & vb. n.,of Betide
Betrayer,n.,"One who, or that which, betrays."
Better,v. i.,To become better; to improve.
Bevelled,,of Bevel
Beware,v. i.,To have a special regard; to heed.
Bewitchment,n.,"The act of bewitching, or the state of being bewitched."
Bezoartic,a.,Alt. of Bezoartical
Biaxal,a.,Alt. of Biaxial
Bibliographies,pl. ,of Bibliography
Bibliothecary,n.,A librarian.
Bichromate,n.,"A salt containing two parts of chromic acid to one of the other ingredients; as, potassium bichromate; -- called also dichromate."
Bicrenate,a.,"Twice crenated, as in the case of leaves whose crenatures are themselves crenate."
Bidder,n.,One who bids or offers a price.
Beestings,n. pl.,The first milk given by a cow after calving.
Big,superl.,Having largeness of size; of much bulk or magnitude; of great size; large.
Bight,v.,"The double part of a rope when folded, in distinction from the ends; that is, a round, bend, or coil not including the ends; a loop."
Bilateral,a.,Having two sides; arranged upon two sides; affecting two sides or two parties.
Bilimbing,n.,"The berries of two East Indian species of Averrhoa, of the Oxalideae or Sorrel family. They are very acid, and highly esteemed when preserved or pickled. The juice is used as a remedy for skin diseases."
Bill,n.,"A cutting instrument, with hook-shaped point, and fitted with a handle; -- used in pruning, etc.; a billhook. When short, called a hand bill, when long, a hedge bill."
Billet,n.,A loop which receives the end of a buckled strap.
Billy,n.,"A club; esp., a policeman's club."
Binal,a.,Twofold; double.
Binding,a.,That binds; obligatory.
Binuclear,a.,Alt. of Binucleate
Biophor Biophore,n.,"One of the smaller vital units of a cell, the bearer of vitality and heredity. See Pangen, in Supplement."
Bipinnaria,n.,The larva of certain starfishes as developed in the free-swimming stage.
Bird,n.,"Orig., a chicken; the young of a fowl; a young eaglet; a nestling; and hence, a feathered flying animal (see 2)."
Bird's-eye,a.,"Seen from above, as if by a flying bird; embraced at a glance; hence, general; not minute, or entering into details; as, a bird's-eye view."
Birrus,n.,"A coarse kind of thick woolen cloth, worn by the poor in the Middle Ages; also, a woolen cap or hood worn over the shoulders or over the head."
Biscuit,n.,"A species of white, unglazed porcelain, in which vases, figures, and groups are formed in miniature."
Bishop,v. t.,"To admit into the church by confirmation; to confirm; hence, to receive formally to favor."
Bismuthinite,n.,Native bismuth sulphide; -- sometimes called bismuthite.
Bit,v.,"A part of anything, such as may be bitten off or taken into the mouth; a morsel; a bite. Hence: A small piece of anything; a little; a mite."
Bite,v.,A cheat; a trick; a fraud.
Bittern,a.,"The brine which remains in salt works after the salt is concreted, having a bitter taste from the chloride of magnesium which it contains."
Bituminous,a.,Having the qualities of bitumen; compounded with bitumen; containing bitumen.
Blab,n.,One who blabs; a babbler; a telltale.
Blackboard,n.,"A broad board painted black, or any black surface on which writing, drawing, or the working of mathematical problems can be done with chalk or crayons. It is much used in schools."
Blackfoot,a.,"Of or pertaining to the Blackfeet; as, a Blackfoot Indian."
Black-letter,a.,Of or pertaining to the days in the calendar not marked with red letters as saints' days. Hence: Unlucky; inauspicious.
Blackstrap,n.,Bad port wine; any common wine of the Mediterranean; -- so called by sailors.
Bladed,a.,"Divested of blades; as, bladed corn."
Blanch,a.,"To give a white luster to (silver, before stamping, in the process of coining.)."
Blank,a.,"Empty; void; without result; fruitless; as, a blank space; a blank day."
Blared,imp. & p. p.,of Blare
Blast,v. t.,To confound by a loud blast or din.
Blast pipe,,"The exhaust pipe of a steam engine, or any pipe delivering steam or air, when so constructed as to cause a blast."
Blaze,v. i.,To blazon.
Bleak,a.,"A small European river fish (Leuciscus alburnus), of the family Cyprinidae; the blay."
Bleed,v. i.,"To lose sap, gum, or juice; as, a tree or a vine bleeds when tapped or wounded."
Blend,v. t.,To pollute by mixture or association; to spoil or corrupt; to blot; to stain.
Bless,v. t.,"To praise, or glorify; to extol for excellences."
Blight,n.,"The act of blighting, or the state of being blighted; a withering or mildewing, or a stoppage of growth in the whole or a part of a plant, etc."
Blinder,n.,"One of the leather screens on a bridle, to hinder a horse from seeing objects at the side; a blinker."
Blink-eyed,a.,Habitually winking.
Bloat,v. t.,To dry (herrings) in smoke. See Blote.
Blockade,n.,"Hence, to shut in so as to prevent egress."
Blood,n.,"The shedding of blood; the taking of life, murder; manslaughter; destruction."
Bloodshot,a.,"Red and inflamed; suffused with blood, or having the vessels turgid with blood, as when the conjunctiva is inflamed or irritated."
Bloom,n.,"A state or time of beauty, freshness, and vigor; an opening to higher perfection, analogous to that of buds into blossoms; as, the bloom of youth."
Blossoming,p. pr. & vb. n.,of Blossom
Blouse,n.,"A light, loose over-garment, like a smock frock, worn especially by workingmen in France; also, a loose coat of any material, as the undress uniform coat of the United States army."
Blow,n.,The spouting of a whale.
Blowtube,n.,A blowgun.
Blued,imp. & p. p.,of Blue
Blue grass,,"A species of grass (Poa compressa) with bluish green stems, valuable in thin gravelly soils; wire grass."
Bluff-headed,a.,Built with the stem nearly straight up and down.
Blunt,n.,A fencer's foil.
Blushing,a.,Showing blushes; rosy red; having a warm and delicate color like some roses and other flowers; blooming; ruddy; roseate.
Board,n.,The border or side of anything.
Boastance,n.,Boasting.
Boat-shaped,a.,See Cymbiform.
Bobac,n.,The Poland marmot (Arctomys bobac).
Bockey,n.,A bowl or vessel made from a gourd.
Bodily,adv.,"In respect to, or so as to affect, the entire body or mass; entirely; all at once; completely; as, to carry away bodily. ""Leapt bodily below."""
Boeotian,a.,"Of or pertaining to Boeotia; hence, stupid; dull; obtuse."
Bogy,n.,A specter; a hobgoblin; a bugbear.
Boiling,n.,The act of ebullition or of tumultuous agitation.
Boldness,n.,The state or quality of being bold.
Bologna,n.,A Bologna sausage.
Bolt,n.,"A bundle, as of oziers."
Bolting,n.,"A private arguing of cases for practice by students, as in the Inns of Court."
Bombast,a.,High-sounding; inflated; big without meaning; magniloquent; bombastic.
Bona roba,,A showy wanton; a courtesan.
Bondmaid,n.,"A female slave, or one bound to service without wages, as distinguished from a hired servant."
Boned,a.,"Deprived of bones; as, boned turkey or codfish."
Bonnet,n.,A headdress for men and boys; a cap.
Bonus,n.,Money paid in addition to a stated compensation.
Bookbindery,n.,A bookbinder's shop; a place or establishment for binding books.
Bookplate,n.,"A label, placed upon or in a book, showing its ownership or its position in a library."
Boomdas,n.,A small African hyracoid mammal (Dendrohyrax arboreus) resembling the daman.
Boot,n.,Profit; gain; advantage; use.
Booting,n.,"A kicking, as with a booted foot."
Bord,n.,See Bourd.
Bore,v. t.,"To make (a passage) by laborious effort, as in boring; as, to bore one's way through a crowd; to force a narrow and difficult passage through."
Boring,n.,A hole made by boring.
Borrow,v. t.,"To copy or imitate; to adopt; as, to borrow the style, manner, or opinions of another."
Bosom,n.,Embrace; loving or affectionate inclosure; fold.
Bosset,n.,A rudimental antler of a young male of the red deer.
Botch,n.,"To put together unsuitably or unskillfully; to express or perform in a bungling manner; to spoil or mar, as by unskillful work."
Bo tree,,"The peepul tree; esp., the very ancient tree standing at Anurajahpoora in Ceylon, grown from a slip of the tree under which Gautama is said to have received the heavenly light and so to have become Buddha."
